query,lat,lon
"Sandridge Beach, Virginia Beach, Princess Anne County, Virginia, United States",,
"Middleton Beach, South Australia, Australia",,
"King's Beach, Port Elizabeth, Eastern Cape Province, South Africa",-33.9689628,25.6456389
"Ocean Beach, Jaycee Park, Vero Beach, Indian River County, Florida, United States",,
"South Beach Park, Indian River County, Florida, United States",27.6327489,-80.3521937
"Southern Japan, Japan",35.8095854,138.0836463
"Jupiter Beach, Palm Beach County, Florida, United States",26.9411913,-80.0724142
"Glengariff, Eastern Cape Province, South Africa",-32.8938889,28.0888889
"Sebastian Inlet, Indian River County, Florida, United States",27.8695735,-80.4563146
"The Rocks, Hutchinson Island, Martin County, Florida, United States",,
"Kowie River, Eastern Cape Province, South Africa",-33.4796658,26.7354883
"Yoff Island, Cap Vert Peninsula, Senegal",,
"Cap Vert Peninsula, Senegal",14.7453714,-17.5238423
"Marches region, Italy",,
"Virginia Beach, Virginia, United States",36.8496579,-75.9760751
"Ambergris Cay, Berry Islands, Bahamas",25.6655547,-77.8345081
"National Zoological Gardens Aquarium, Pretoria, Transvaal, South Africa",,
"Transvaal, South Africa",-28.6752656,24.7772497
"Buffalo Bay, near Knysna, Western Cape Province, South Africa",,
"Pringle Bay, Western Cape Province, South Africa",-34.349859,18.833741
"South Neptune Island, South Australia, Australia",,
"Gonubie, 13 km northeast of East London, Eastern Cape Province, South Africa",,
"Pollock Beach, Eastern Cape Province, South Africa",-33.9867144,25.6730178
"Sardinia Bay near Port Elizabeth, Eastern Cape Province, South Africa",,
"Jeffreys Bay, Eastern Cape Province, South Africa",-34.051111,24.922222
"Pecks Lake, Martin County, Florida, United States",,
"Walden Rocks, St. Lucie County, Florida, United States",,
"Keurbooms, Western Cape Province, South Africa",-33.8705453,23.2329261
"Bilene Bay, 180 km north of Maputo, Gaza, Mozambique",,
"Gaza, Mozambique",-23.328398,32.8066057
"Gleneden Beach, Oregon, United States",44.8789911,-124.0346728
"Île de Sable, New Caledonia",,
"Jensen Beach Park, Martin County, Florida, United States",27.2542129,-80.1961574
"Saldanha Bay, Western Cape Province, South Africa",-33.0347222,18.0097222
"Loggerhead Park, Juno Beach, Palm Beach County, Florida, United States",26.8836196,-80.0553014
"Whale Beach, New South Wales, Australia",-33.6096795,151.3309449
"l'Anse-Vata, South Province, New Caledonia",-22.3039898,166.4464512
"Grand'Anse, Reunion",-21.3695052,55.5480782
"Hole-in-the Wall, Eastern Cape Province, South Africa",-32.0412555,29.1090622
"Beaufonds, Reunion",-21.0493171,55.7213714
"Wreck of the Navy Barge, 22 miles SE of Rudee, Virginia, United States",,
"Pringle Bay, 44 miles southeast of Cape Town, Western Cape Province, South Africa",,
"Hollywood Beach, Broward County, Florida, United States",26.0281452,-80.1142111
"Botany Bay?, New South Wales, Australia",-33.9815082,151.1796169
"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island, Hawaii, United States",,
"North Jetty, Fort Pierce Inlet State Park, St. Lucie County, Florida, United States",,
"Off Port Alfred, Eastern Cape Province, South Africa",,
"Volusia County, Florida, United States",29.0533409,-81.1310761
"Clam Beach, near Eureka, Humboldt County, California, United States",,
"Santa Rosa, Cozumel, Quintana Roo, Mexico",,
"Safaga, Red Sea, Egypt",26.7633325,33.9383817
"East Beach, Galveston, Texas, United States",29.3233929,-94.7386929
"Carysfort Lighthouse, Key Largo, Monroe County, Florida, United States",,
"Pincushion, north of Maroochydore Beach, Queensland, Australia",,
"Breezy Point, Ntlonyana, Eastern Cape Province, South Africa",,
"Hirara, Miyako, Okinawa",24.926431,125.2411151
"Paiva, Pernambuco, Brazil",-8.2743861,-34.9488567
"Sunset Beach, Oahu, Hawaii, United States",,
"Off a small island 5 km from Garden Island Resort, Taveuni, Fiji",,
"Copacabana, Rio de Janeiro, Rio de Janeiro, Brazil",-22.971974,-43.1842997
"Daytona Beach Shores,  Volusia County, Florida, United States",29.1760933,-80.9828323
"Powell Cay, Abaco Islands, Bahamas",,
"Manguinhos, Ilha Feia, Búzios, Rio de Janeiro, Brazil",,
"Carrara, Nerang River, Queensland, Australia",,
"Whitsunday Passage, Queensland, Australia",-20.2534219,148.8755719
"Sunset Beach, O'ahu, Hawaii, United States",,
"L'Etang-Sale, Reunion",-21.2657819,55.3668941
"Iron Cove, Sydney, New South Wales, Australia",-33.8758948,151.1252755
"Whitehaven Beach, Whitsundays Island, Queensland, Australia",,
"Geraldton, Western Australia, Australia",-28.77035,114.6147159
"la Pointe-au-Sel, Reunion",,
"Seal Rocks, Phillip Island, Victoria, Australia",,
"Coolum Beach, Queensland, Australia",-26.53284,153.0697206
"Duck Pond, Sardina Bay near Port Elizabeth, Eastern Cape Province, South Africa",,
"L'llot Maetre, South Province, New Caledonia",,
"Coral Cove Park, Palm Beach County, Florida, United States",26.9605829,-80.0781245
"Barra de Jangada, Pernambuco, Brazil",-8.2166117,-34.9319705
"Boragawa Beach, Miyako Island, Okinawa",,
"Waihere Bay, Chatham Islands, New Zealand",-44.2668371,-176.241628
"Behune Beach, Volusia County, Florida, United States",,
"Garden City Beach, Horry County, South Carolina, United States",33.5863905,-79.0120628
"Hibberdene, KwaZulu-Natal, South Africa",-30.5719444,30.5736111
"Paukukalo, Maui, Hawaii, United States",20.909022,-156.4904386
"Bird Rock, Tomales Point, California, United States",,
"Bayshore Garden, Sarasota Bay, Sarasota County, Florida, United States",,
"Wiggins Pass, Collier County, Florida, United States",26.2889998,-81.830606
"Hirara City, Miyako, Okinawa",24.8009971,125.2596227
"South Sinai, Gulf of Aqaba, Egypt",,
"Truro (Cape Cod), Barnstable County, Massachusetts, United States",41.993437,-70.0497457
"Nakalele Point, Maui, Hawaii, United States",21.0306924,-156.588318
"Public Beach, Siesta Key, Sarasota County, Florida, United States",27.2760559,-82.5690975
"Cat Cay, Bahamas",25.4130825,-77.8099114
"Suicide Point, Point Leo, Victoria, Australia",,
"LaMercy, KwaZulu-Natal, South Africa",,
"The Steps, Wilderness, Western Cape Province, South Africa",,
South Korea,36.638392,127.6961188
"Shark Shallows, Ponce Inlet, Volusia County, Florida, United States",,
"La'ie Point, O'ahu, Hawaii, United States",,
"Mona Vale, New South Wales, Australia",-33.6769931,151.3029577
"Lord Howe Island, New South Wales, Australia",-31.5540166,159.0856256
"Charles Street Wharf, Parramatta River, New South Wales, Australia",,
"St. Louis, Missouri, United States",38.6254063,-90.190009
"Madang, Madang Province, Papua New Guinea",-5.212038,145.8054231
"Boeing 757 enroute from Porta Plata, Dominican Republic",,
"Ned's Beach, Lord Howe Island, New South Wales, Australia",,
"Brown's Inlet, Broadwater, Queensland, Australia",,
"Ka’eleki’I Point, Maui, Hawaii, United States",,
"Mutton Bird Island, Albany, Western Australia, Australia",-35.0516267,117.6972809
"Embouchure de l'étang de Saint Paul, Saint-Paul, Reunion",,
"Southwest of O'ahu, Hawaii, United States",,
"Chatham Islands, east of New  Zealand, New Zealand",,
"Ha'ena, Kaua'i, Hawaii, United States",,
"Great Keppel Island, Queensland, Australia",-23.1733916,150.9570812
"North Beach, St. Lucie County, Florida, United States",27.374615,-80.251077
"Pialba, Hervey Bay, Queensland, Australia",-25.281161,152.8330071
"Crescent Beach, St. Augustine, St. Johns County, Florida, United States",29.7784991,-81.2577953
"North Beach, Hutchinson Island, St. Lucie County, Florida, United States",,
"Matanzas Bay Inlet, St. Johns County, Florida, United States",,
"Saint-Denis, Reunion",-20.8799889,55.448137
"Honeymoon Island, near Hopetown, Western Australia, Australia",,
"North Beach Inlet, St. Lucie County, Florida, United States",,
"Crescent Beach, St. Johns County, Florida, United States",29.738289,-81.2423048
"Cape Lookout Bight, North Carolina, United States",,
"Near Tapana Island, Vava’u, Tonga",,
"Vava’u, Tonga",-18.6231468,-174.002138
"Ocean Lakes Campground, south of Myrtle Beach, Horry County, South Carolina, United States",,
"Neiafu, Vava’u, Tonga",,
"Carmel, Monterey County, California, United States",36.5552656,-121.923278
"Gonubie River Mouth, Eastern Cape Province, South Africa",,
"Port Aransas, Texas, United States",27.8332175,-97.0618324
"Cat Island, Harrison County, Mississippi, United States",30.2270826,-89.1111419
"Off 29th Avenue, Myrtle Beach, Horry County, South Carolina, United States",,
"Bluefish Cove, Pt. Lobos State Park, Monterey County, California, United States",,
"LaJolla Shores, San Diego County, California, United States",,
"Opposite Grand Wailea Resort, Wailea, Maui, Hawaii, United States",,
"First Beach, Clearwater Bay, Hong Kong",,
"Clearwater Bay, Hong Kong",22.3411347,114.2587162
"Sheung Sze Wan Beach, New Territories, Hong Kong",22.3071345,114.2905932
"Sai Kung Beach, New Territories, Hong Kong",,
"New Territories, Hong Kong",22.4300716,114.0724197
"Waya Island, Yasawa Islands, Fiji",,
"Bernier Island, Shark Bay, Western Australia, Australia",,
"Jangkodo Island, South Korea",,
"Honeysuckle Point, Eden, New South Wales, Australia",,
"Atsumi Peninsula, Aichi Prefecture, Japan",,
"Aichi Prefecture, Japan",34.9991645,137.254574
"Clark Island, Sydney Harbour, New South Wales, Australia",-33.8627811,151.2412498
"Cactus Beach, South Australia, Australia",-32.08861,132.98333
"Praia do Olho D'Água, São Luis, Maranhão, Brazil",-2.4787884,-44.2274717
"Kidd’s Beach, Eastern Cape Province, South Africa",-33.1482225,27.7018952
Venezuela,8.0018709,-66.1109318
"Carolina Beach, North Carolina, United States",34.0351727,-77.8935966
"Kinikini, Mana, Kaua'i, Hawaii, United States",,
"Aniwa Island, Tafea Province, Vanuatu",-19.2440812,169.6009107
"1200 miles east of New Jersey, United States",,
"Hinchinbrook Channel, Queensland, Queensland, Australia",-18.30427,146.0959
"San Miguel Island, Santa Barbara County, California, United States",34.0452025,-120.37953
"Off the Hanalei River, Kaua'i, Hawaii, United States",,
"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County, Florida, United States",,
"North Forest Beach, near Hilton Head, Beaufort County, South Carolina, United States",,
"Short Sand Beach, Oswald West State Park, Oregon, United States",,
"Florida Straits, Florida, United States",,
"Makaha Surf Beach, Hawaii, United States",,
"Tatsugo-cho, Kagoshima Prefecture, Japan",28.4132973,129.5893008
"Barachois, Saint-Denis, Reunion",-20.8744327,55.4465625
"3 miles east of Jacksonville Beach, Duval County, Florida, United States",,
"Spessard Holland Park, Melbourne Beach, Brevard County, Florida, United States",28.0474995,-80.5475474
"Sunset Cliffs, San Diego, San Diego County, California, United States",32.7305,-117.2532
"Lieu-dit Cayenne, Saint-Joseph, Reunion",,
"Saint-Joseph, Reunion",-21.3789306,55.6190645
"Rum Cay, Bahamas",23.8263065,-74.9326829
"Miami Beach, Dade County, Florida, United States",25.7929198,-80.1353006
"Arniston, Western Cape Province, South Africa",-34.668056,20.231111
"300 miles east of Easter Island, Chile",,
Chile,-31.7613365,-71.3187697
"300 miles East of Easter Island, Chile",,
"Kailua Bay, Hawaii, United States",19.6388995,-155.995617
"Beachview Holiday Resort, Eastern Cape Province, South Africa",-33.9973476,25.3185305
"Cap Goulvain, South Province, New Caledonia",,
"Velzyland, north shore of O'ahu, Hawaii, United States",,
"Katana Downs Reach, Brisbane River, Queensland, Australia",,
"Waipo, Hawaii, United States",22.1042665,-159.6614927
"North Beach Jetty, St Lucie County, Florida, United States",,
"A pearl  farm in Roebuck Bay, Western Australia, Australia",,
"Horners, Wailua, Kaua'i, Hawaii, United States",,
"Mogadishu, Banaadir Region, Somalia",,
"Banaadir Region, Somalia",,
"""Bunkers"" Eureka, Humboldt County, California, United States",,
"Treasure Shores Beach, Indian River County, Florida, United States",,
"Goat Rock, Bodega Bay, Sonoma County?, California, United States",,
"Mouth of Wallua River, Kaua'i, Hawaii, United States",,
"Danger Point, Western Cape Province, South Africa",-34.6304138,19.3024855
"near El Cocal Beach, La Libertad, El Salvador",,
"La Libertad, El Salvador",13.7449622,-89.3610819
"El Cocal Beach, La Libertad, El Salvador",13.4859676,-89.346073
"Huguenot Memorial Park, Duval County, Florida, United States",,
"Little Talbot Island, Jacksonville, Duval County, Florida, United States",30.4709227,-81.4182738
"Playa de las Arenas, Valencia, Costa Blanca, Spain",,
"Costa Blanca, Spain",41.3406487,1.7887253
"Walkers Cay, Bahamas",26.6802756,-77.2658694
"Between Santa Cruz Island and Santa Barbara, California, United States",,
"Pamlico Sound, North Carolina, United States",35.3502471,-75.8271547
"Off Rottnest Island, Western Australia, Australia",,
"Abalone Point, Westport Union Landing, Mendocino County, California, United States",,
"Ile Moro, South Province, New Caledonia",-22.119441,166.1620932
"La Libertad, La Libertad, El Salvador",13.4888353,-89.3191395
"Pollock Beach, Port Elizabeth, Eastern Cape Province, South Africa",-33.9867144,25.6730178
"Cap de la Marianne, Saint-Paul, Reunion",,
"Silverstrand, New Territories, Hong Kong",22.3235148,114.2716875
"Santa Rosa Shallows, Cozumel, Quintana Roo, Mexico",,
"Goats Island (Moku’auia Island), Malaekahana State Recreation Area, Laie, O'ahu, Hawaii, United States",,
"Tenth Island (King Island), Tasmania, Australia",,
"Sheung Sz Wan, New Territories, Hong Kong",,
"Hamstead, Pender County, North Carolina, United States",,
"Silverstrand, On the Kowloon penisula, south of Sai Kung, Hong Kong",,
"On the Kowloon penisula, south of Sai Kung, Hong Kong",,
Hong Kong,22.2792968,114.1628907
"Arroyo Beach, Mogadishu, Banaadir Region, Somalia",,
"Barren Joey Island, Tasmania, Australia",,
"Singer Island, Riviera Beach, Palm Beach County, Florida, United States",26.7850625,-80.0375408
"Iyo, Ehime Prefecture, Japan",33.7578962,132.7039458
"Paradise Bay (next to Wailua Bay), Maui, Hawaii, United States",,
"Linda Mar Beach, Pedro Point, San Mateo County, California, United States",,
"Île de Casey, South Province, New Caledonia",,
"Between 'Ata and Tongapatu, Tongapatu Group, Tonga",,
"Tongapatu Group, Tonga",,
"Off Dominican Republic, Caribbean",,
"Bastendorf Beach, Coos County, Oregon, United States",43.3472071,-124.3440941
"West Africa, Angola",,
Angola,-11.8775768,17.5691241
"Between Ofu & Fafini Islands, Vava’u, Tonga",,
"Key West, Monroe County, Florida, United States",24.5548262,-81.8020722
"Honomuni, Moloka'i, Hawaii, United States",,
"Brevard County, a mile north of Sebastian Inlet, Florida, United States",,
"Ano Nuevo, San Mateo County, California, United States",37.1648072,-122.3282351
"Wakaya Island, Fiji",-17.6217908,179.0039287
"San Nicholas Island, Santa Barbara County, California, United States",,
"North Jetty Park, Fort Pierce, St Lucie County, Florida, United States",,
"Kea'au Beach Park, O'ahu, Hawaii, United States",,
"Castle Rock, San Miguel Island, Santa Barbara County, California, United States",,
"Lanaikea, O'ahu, Hawaii, United States",,
"Avalon Beach, New South Wales, Australia",-33.6365039,151.3290299
"Praia de São Marcus, Sáo Luiz, Maranhão, Brazil",,
"Maranhão, Brazil",-5.2085503,-45.3930262
"North Point Beach, Moreton Island, Queensland, Australia",,
"Gold Beach, Curry County, Oregon, United States",42.4074459,-124.4217418
"St Lucie County, Florida, United States",27.3900897,-80.457904
"Double Breasted Cays, Abaco Islands, Bahamas",,
"Lipson Cove, Tumby Bay, South Australia, Australia",-34.2629178,136.2605153
"Twin Arches, Hana Ranch, Maui, Hawaii, United States",,
"Klamath River, Del Norte County, California, United States",41.5176314,-124.0308575
"Manalapan, Palm Beach County, Florida, United States",26.5692364,-80.0447635
"St. Lucie County, Florida, United States",27.3900897,-80.457904
"Wai'anae, O'ahu, Hawaii, United States",,
"Manasota Beach, Sarasota County, Florida, United States",27.0106145,-82.4125962
"Praia da Marcela, São Marcos Bay, Maranhão, Brazil",,
"Port Sandwich, Malakula, Malampa Province, Vanuatu",,
"1.5 km north of Igata-cho, 60 km south of Matsyama, Ehime Prefecture, Japan",,
"Ehime Prefecture, Japan",33.6013646,132.8185275
"Wreck of the U-352, North Carolina, United States",,
"Isla Mujeres, Mexico / Caribbean Sea, Mexico",,
"Mexico / Caribbean Sea, Mexico",,
Mexico,23.6585116,-102.0077097
"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand, Antarctic Ocean, New Zealand",,
"Antarctic Ocean, New Zealand",,
"Nahoon, Eastern Cape Province, South Africa",-32.8677267,27.7406592
"Cannons, at Ha'ena on the north shore of Kaua'i Island, Hawaii, United States",,
"Point Lonsdale, Victoria, Australia",-38.2725073,144.6136725
"Matsuyama, Ehime Prefecture, Japan",33.8395188,132.7653521
"Nagahama-cho, 40 km southwest of Matsuyama, Ehime Prefecture, Japan",,
"Winchester Bay, Douglas County, Oregon, United States",43.6776066,-124.1737886
"Clifton Beach, southwest of Hobart, Tasmania, Australia",,
"Revine-3-Bassins, La Saline-les-Bains, Reunion",,
"La Saline-les-Bains, Reunion",-21.094984,55.2371304
"Tweed Heads, New South Wales, Australia",-28.1786639,153.5369986
"Sheffield Beach, KwaZulu-Natal, South Africa",-29.4859773,31.2505367
"Mahebourg, Mauritius",-20.4111041,57.7060616
"Kanazawa?, Sea of Japan, Japan",,
"Sea of Japan, Japan",35.5636159,139.7151845
"Tavenui, Fiji",,
"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County, California, United States",,
"Maliko Point, Maui, Hawaii, United States",,
"Near Port Canaveral Coast Guard Base, Florida, United States",,
"Backbeach, Halls Head, Western Australia, Australia",,
"Snapper Point, Aldinga Beach, Adelaide, South Australia, Australia",,
"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane, Queensland, Australia",,
"Florida Bay, Florida, United States",25.0004073,-80.7497882
"Ligurian Sea, Italy",,
"John Pennekamp Marine Park, Monroe County, Florida, United States",,
"150 miles from Crystal River, Florida, United States",,
"South Miami Beach, Dade County, Florida, United States",25.7956952,-80.1267719
"Ravine des Sables, Saint Leu, L'Etang-Salé, Reunion",,
"L'Etang-Salé, Reunion",-21.2657819,55.3668941
"8.5 miles south of Ano Nuevo State Reserve, Davenport County, California, United States",,
"Croatan Beach, Virginia Beach,, Virginia, United States",36.8206805,-75.9728475
"Basalt Island, 9km from Silverstrand, Hong Kong",,
"Sai Kung, Kowloon Peninsula, Hong Kong",,
"Kowloon Peninsula, Hong Kong",22.3164458,114.1988698
"Tampa Bay, Hillsborough County, Florida, United States",27.6886419,-82.5723193
"Silverstrand Beach, near Hung Hau, Port Shelter, Hong Kong",,
"Port Shelter, Hong Kong",22.3433533,114.2881671
"Ma'ili Beach, O'ahu, Hawaii, United States",,
"Gordon’s Bay, Western Cape Province, South Africa",-34.1611249,18.8686867
"Praia de Pau Amarelo, Recife, Pernambuco, Brazil",-7.9105338,-34.8226836
"Baltimore Aquarium, Maryland, United States",39.2847578,-76.60769
"One'ula Beach Park, 'Ewa Beach, O'ahu, Hawaii, United States",,
"Bass Point, New South Wales, Australia",-34.5983333,150.8844444
"Neskowin, Tillamook County, Oregon, United States",45.106302,-123.9834096
"Miller’s Point, Western Cape Province, South Africa",-34.2303901,18.4765432
"Mermaid Waters, Queensland, Australia",-28.052458,153.4218922
"Scarborough, Western Australia, Australia",-31.8959841,115.7592114
"Pelican Banks near Gladstone, Queensland, Australia",,
"Port Elizabeth, Eastern Cape Province, South Africa",-33.9618598,25.6186731
"Nerang River, Queensland, Australia",-28.0557145,153.285242
"Monastery Beach, Carmel Bay, Monterey County, California, United States",,
"Spanish River Park Beach, Palm Beach County, Florida, United States",26.3821522,-80.0683001
"Goolwa Beach, South Australia, Australia",-35.5141519,138.7609568
"North end of County Beach, Palm Beach County, Florida, United States",,
"Hanalei Point, Kaua'i, Hawaii, United States",,
"Oudekraal, Western Cape Province, South Africa",-33.9873953,18.3497776
"Russian Gulch, Jenner, Sonoma County, California, United States",,
"Trinidad State Beach, Humboldt County, California, United States",41.0655576,-124.1483591
"Juno Beach / North Palm Beach, Palm Beach County, Florida, United States",,
"Trinidad Head, Humboldt County, California, United States",41.0541494,-124.1519489
"Near Port Aransas, Nueces County, Texas, United States",,
"Mustang Island State Park, Nueces County, Texas, United States",27.6778932,-97.1850296
"Perdido Key near the Florida Panhandle, Escambia County, Florida, United States",,
"Cintsa East, Eastern Cape Province, South Africa",-32.8297222,28.1105556
"Greenmount Beach, Queensland, Australia",-28.1659065,153.5421183
"Fingal Beach, Queensland, Australia",,
"Silver (Silva) Channels, Waialua, O'ahu, Hawaii, United States",,
"Laucala Island, Fiji",-18.1419093,178.5163318
"Baie de la Mare, Sainte-Marie, Reunion",,
"Sainte-Marie, Reunion",-20.8968602,55.551734
"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu, Hawaii, United States",,
"Monster Hole, Sebastian Inlet, Indian River County, Florida, United States",,
"Montera Beach, San Mateo County, California, United States",,
"Pensacola, Escambia County, Florida, United States",30.421309,-87.2169149
"90 miles east of Hilo, Hawai'i, Hawaii, United States",,
"Gove Peninsula near Darwin, Northern Territory, Australia",,
"Kilcunda, Victoria, Australia",-38.55727,145.505856
"Ehukai Beach Park, Sunset Beach, O'ahu, Hawaii, United States",,
"Edith Falls, Northern Territory, Australia",-14.181079,132.1908695
"Shelly Point, Tasmania, Australia",-42.2089854,148.0456483
"Kahe Point, O'ahu, Hawaii, United States",,
"Surfside Beach, Texas, United States",28.950706,-95.2874288
"Between Wrightsville Beach & Carolina Beach, New Hanover County, North Carolina, United States",,
"Surfers Point, Phillip Island, Victoria, Australia",,
"Smitswinkel, False Bay, Western Cape Province, South Africa",,
"Gulf of Mexico, 22 miles from Pensacola, Florida, United States",,
"Off Palos Verdes Estates, Los Angeles, California, United States",,
"Southeast Farallon Island, Farallon Islands, California, United States",,
"SeaWorld Theme Park, Queensland, Australia",,
"Highborn Cay, Great Exuma Island, Bahamas",,
"Great Exuma Island, Bahamas",23.5654057,-75.8804451
Bermuda,32.3040273,-64.7563086
"Temple Tamoule, Sainte-Suzanne, Reunion",,
"Sainte-Suzanne, Reunion",-20.9043227,55.6061552
"Anahola, Kaua'i, Hawaii, United States",,
"Marinella, between Punta Blanca & Marine del Carrara, Tuscany, Italy",,
"Tuscany, Italy",43.4586541,11.1389204
"Pacific Beach, Grays Harbor County, Washington, United States",47.214086,-124.1962083
"Monterey Bay, Monterey County, California, United States",36.7999557,-121.9010668
"Ho'okipa Beach, Pa'ia, Maui, Hawaii, United States",,
"Kekaha Beach, Kaua'i, Hawaii, United States",,
"Waitpinga Beach, near Victor Harbor, Encounter Bay, South Australia, Australia",,
"Near Broome in Roebuck Bay, Western Australia, Australia",,
"Richards Bay, KwaZulu-Natal, South Africa",-28.7707857,32.0577775
"Golfo di Baratti, near Piombino (Tuscany), Tyrrhenian Sea, Italy",,
"Tyrrhenian Sea, Italy",,
"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County, California, United States",,
"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County, California, United States",,
"Waialua Beach, Moloka'i, Hawaii, United States",,
"Wailua, Kaua'i, Hawaii, United States",,
"Half Tide Beach, Evans Head, New South Wales, Australia",,
"Kavieng, New Ireland, Papua New Guinea",-2.573474,150.795224
"Valpariso, Valpariso Province, Chile",,
"Valpariso Province, Chile",,
"Off North Keppel Island, off Yeppoon, Queensland, Australia",,
"Viscayan Sea, Philippines",,
"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County, Oregon, United States",,
"Phillip Island, Victoria, Australia",-38.5071781,145.1888103
"Playalinda, Brevard County, Florida, United States",28.6773237,-80.6472179
"Moama Beach, South Australia, Australia",,
"Between Nago and Makau, New Ireland, Papua New Guinea",,
"New Ireland, Papua New Guinea",-3.7021472,152.4360021
"Shell Island Panama City Beach, Bay County, Florida, United States",30.1298382,-85.7310823
"New Orleans, Louisiana, United States",29.9561422,-90.0733934
"Ippocampo, Manfredonia, Italy",41.5106874,15.9118517
"Ogasawara Islands, Tokyo Prefecture, Japan",,
"Tokyo Prefecture, Japan",35.5013935,139.4682379
"Sculphoek, Western Cape Province, South Africa",,
"Ocracoke, Hyde County, North Carolina, United States",35.1301988,-75.9167097
"Sea Pines Beach Club, Hilton Head, Beaufort County, South Carolina, United States",,
"Paradise Beach Park, Brevard County, Florida, United States",,
"Embouchure de l'étang du Gol, Saint-Louis, Reunion",,
"Saint-Louis, Reunion",-21.2840124,55.4135962
"North of Morro Rock, San Luis Obispo County, California, United States",,
"Waihe'e, Maui, Hawaii, United States",20.9054705,-156.4869319
"La Lucia, KwaZulu-Natal, South Africa",-29.7547222,31.0594444
"Running Waters Beach, Ninini Point, Kaua'i, Hawaii, United States",,
"Brighton Beach, Durban, KwaZulu-Natal, South Africa",-29.9383333,31.0025
"18 km west of Bunbury, Western Australia, Australia",-33.3514268,115.6295524
"Struisbaai, Western Cape Province, South Africa",-34.789385,20.0231365
"Great Brak River, Western Cape Province, South Africa",-34.0425,22.2313889
"Sydney, New South Wales, Australia",-33.8698439,151.2082848
"Off Manila, Mindoro, Philippines",,
"Mindoro, Philippines",12.86924,121.1344851
"Shoalhaven, New South Wales, Australia",-35.1415724,150.3916941
"North of Jupiter Inlet, Palm Beach County, Florida, United States",,
"St. Lucia, KwaZulu-Natal, South Africa",-28.3769444,32.4141667
"Davenport Light, San Mateo County, California, United States",,
"Seal Island, False Bay, Western Cape Province, South Africa",,
"Mona Passage, Between DR and Puerto Rico, Dominican Republic",,
"Between DR and Puerto Rico, Dominican Republic",,
"Merino Rocks, Adelaide, South Australia, Australia",,
"Still Bay, Western Cape Province, South Africa",-34.3728952,21.3119304
"Satellite  Beach, Brevard County, Florida, United States",28.1760051,-80.5904623
"Tunitas Beach, San Mateo County, California, United States",37.3556454,-122.4010163
"Mustang Island, near Port Aransas, Texas, United States",,
"Winyah Bay, South Carolina, United States",33.2662776,-79.233105
"Sampson Cay, Exuma Islands, Bahamas",,
"Nest Key, Monroe County, Florida, United States",25.154009,-80.5090292
"St Augustine, St. Johns County, Florida, United States",29.8946952,-81.3145395
"Port Shepstone, KwaZulu-Natal, South Africa",-30.742778,30.450556
"Kailua-Kona, Hawai'i, Hawaii, United States",19.641941,-155.996933
"Vao Island, Malampa Province, Vanuatu",-15.8979367,167.3090989
"Fourth Beach / Twilgth Beach, Western Australia, Australia",,
"Between Honiara & Isabel Island, Solomon Islands",,
"Eerste River, Eastern Cape Province, South Africa",,
"Mogren Beach, Budva, Adriatic Sea, Montenegro",,
"Adriatic Sea, Montenegro",,
Montenegro,42.7755624,19.2022423
"Marciana Marina, Isola d'Elba, Tyrrhenian Sea, Italy",,
"Agulhas Banks, Western Cape Province, South Africa",,
"SAOU Strand, Western Cape Province, South Africa",,
"Off Cay Sal  Banks, Florida Straits, Bahamas",,
"Florida Straits, Bahamas",,
"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California, California, United States",,
"Platbank, Western Cape Province, South Africa",-34.0458897,22.8376684
"I'le Ouen, New Caledonia",,
"Indiatlantic, Brevard County, Florida, United States",28.098311,-80.5691493
"Umhlanga, KwaZulu-Natal, South Africa",-29.73,31.0827778
"St. Michaels, KwaZulu-Natal, South Africa",-29.7330358,31.0826339
"Direction Island, Cocos Islands, Western Australia, Australia",,
"Pinellas Point, Tampa Bay, Florida, United States",,
"Ormond Beach / Daytona Beach, Volusia County, Florida, United States",29.2425856,-81.1078039
"Masonboro Inlet, New Hanover County, North Carolina, United States",34.1848928,-77.8122048
"North Head, Sydney Harbour, New South Wales, Australia",-33.820842,151.2870299
"Gruissan, Gulf of Lyons, France",,
"Gulf of Lyons, France",,
"3 km west of Rottnest Island, Western Australia, Australia",,
"Kaliiwi, Kauai, Hawaii, United States",,
"Lloret-de-Mar, Catalonia, Spain",41.6973503,2.8392392
"Tarifa, Cádiz, Spain",36.0129082,-5.6050213
"The Fence, King's Beach, Port Elizabeth, Eastern Cape Province, South Africa",,
"Jan Juc Beach, Victoria, Australia",-38.3474775,144.3060142
"Garvies Beach, KwaZulu-Natal, South Africa",,
"New Hanover County, North Carolina, United States",34.2751052,-77.8818627
"Gladstone, Queensland, Australia",-23.8431724,151.256132
"5 miles south of Redondo Beach, California, United States",,
